0.000
0.000
0.350
0.520
0.690
0.830
0.660
0.850
0.820
0.800
0.900
0.840
0.900
0.940
0.920
0.920
0.950
0.940
0.870
0.950
0.940
0.900
0.950
0.890
0.940
0.910
0.940
0.930
0.930
0.940
0.910
0.940
0.940
0.930
0.920
0.960
0.920
0.900
0.920
0.940
0.900
0.980
0.960
0.920
0.950
