0.000
0.000
0.000
0.000
0.050
0.750
0.000
0.010
0.030
0.010
0.470
0.730
0.020
0.720
0.950
0.620
1.000
0.990
1.000
1.000
1.000
1.000
1.000
1.000
0.990
1.000
