0.000
0.000
0.336
0.498
0.661
0.795
0.632
0.813
0.784
0.764
0.861
0.802
0.860
0.899
0.879
0.879
0.908
0.900
0.831
0.909
0.898
0.860
0.908
0.851
0.898
0.870
0.898
0.889
0.889
0.898
0.870
0.898
0.897
0.887
0.880
0.917
0.880
0.860
0.877
0.899
0.861
0.936
0.916
0.879
0.908
